SKU из Billing API (Sku.List), страницы объединены: id	serviceId	pricingUnit	price	name	description
  dn28u08us0otvnpd7tiu	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.0198 RUB	Managed Service for OpenSearch. Storage on network SSD disks	
  dn28ug6e636vfnc3a8vv	dn2jfbheag6vvls7oplt	server_month	214.41 RUB	BareMetal. Server type BA-i203-S-10G with 3 month rental period	
  dn28vvrfmvdd2a9vhfus	dn2mse6mu1meu7orkmre	gbyte_hour	0.0049 RUB	Managed Service for Apache Kafka®. Storage on network HDD disks	
  dn2903le5im7fs4bp382	dn2li5qddoc5cad2n6br	gbyte_hour	0.0008 RUB	Object Storage. Remaining cost of data placement in ice storage in case of early deletion (earlier than 12 months), overwrite, or partial rewrite	
  dn290pbmohupnus9ajb7	dn28okfvqh19eiue6l2m	gbyte_hour	0.3074 RUB	Regular VM computing resources, Intel Ice Lake with T4i, RAM	
  dn292ebti5dcjio7vh2s	dn22pas77ftg9h3f2djj	core_hour	0.1098 RUB	Preemptible VM computing resources, Intel Cascade Lake, 5% vCPU	
  dn292qoem8pkl2rig4i7	dn22pas77ftg9h3f2djj	core_hour	0.7027 RUB	Regular VM computing resources, AMD Zen 4, 50% vCPU	
  dn2960mi7268n67o8iae	dn28okfvqh19eiue6l2m	core_hour	1.1529 RUB	Preemptible VM computing resources, Intel Ice Lake with T4i, 100% vCPU	
  dn298tv0clih7bkisbkd	dn2mse6mu1meu7orkmre	gbyte_hour	0.5051 RUB	Managed Service for Apache Kafka®. Computing resources of Apache Kafka® Raft hosts, Intel Ice Lake (Compute Optimized), RAM	
  dn299hdlh5c51u35nkjl	dn2kcocimf3n6a09pl2o	image	0.7117 RUB	Document recognition: driving license	
  dn299ll54t5jt2gojh7e	dn22pas77ftg9h3f2djj	core_hour	1.1728 RUB	Regular VM computing resources, Intel Broadwell, 100% vCPU	
  dn29aeejuka6vtvul02s	dn2220hr46dtogekm57v	core_hour	0.8168 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, Intel Broadwell, 50% vCPU	
  dn29ai8uljma1k8qsh48	dn2b0fi02sdmf46ijdl5	core_hour	1.6755 RUB	Yandex StoreDoc. Host computing resources, Intel Broadwell, 100% vCPU	
  dn29cjcghhc5ihatrc35	dn2hb3vlkb6qfih0pgv6	core_hour	0.9992 RUB	Managed Service for Valkey™. Host computing resources, Intel Broadwell, 20% vCPU	
  dn29cs65ta3jkrjd63p2	dn2m45g7b9fhfnpqs0je	1k_symbol	1.403 RUB	SpeechSense. Text analytics	
  dn29d59c4n8vi4pdnrto	dn2mse6mu1meu7orkmre	gbyte_hour	0.6139 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, AMD Zen 4 HighFreq, RAM	
  dn29efir9q16m69e8b00	dn2jfbheag6vvls7oplt	server_month	194.18 RUB	BareMetal. Server type BA-i201-H with 1 day rental period	
  dn29ei2iq0joi59033pb	dn2mse6mu1meu7orkmre	gbyte_hour	0.4941 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, Intel Cascade Lake, RAM	
  dn29fd2oh3qsf4sgk9kt	dn26ursepisb2hk6ongr	1k_event	0.0 RUB	Yandex Cloud Detection & Response. Events per second	
  dn29ghits0odn24mc15a	dn2scoh2b9945dep39ih	unit_second	0.0013 RUB	DataSphere - external ENOT	
  dn29ha4r7e8tqojspai0	dn2iqlgecrio4statr88	physical_port_month	23.63 RUB	Interconnect. 1000BASE-LX physical port	
  dn29mbg8k3kcl70qn9ds	dn2ydbtgqogjqcrlbehu	gbyte_hour	0.0031 RUB	YDB. Storage of on-demand backups in Yandex Object Storage	
  dn29mgh44iurq1s0tsfr	dn2jfbheag6vvls7oplt	server_month	188.35 RUB	Baremetal. Server type BA-i201-H with 1 month rental period	
  dn29pp11f9jugfbj6mae	dn22pas77ftg9h3f2djj	core_hour	2.3282 RUB	Computing resources of dedicated hosts, AMD Zen 4 (Compute Optimized), vCPU	
  dn29pps251e6f5q8g4qq	dn2yds6scistjlmes0fe	hour	0.1464 RUB	Yandex Data Streams. Provided shard throughput limit up to 128 KB/s, storage time 12 hours	
  dn29qcell9096oecia43	dn28hpu626uudbq0j8mk	core_hour	1.1244 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Cascade Lake, 20% vCPU	
  dn29sa4d441spg8aokdn	dn22pas77ftg9h3f2djj	gbyte_hour	0.3074 RUB	Regular VM computing resources,  AMD Zen 4, RAM	
  dn29tpsi73qabnq4m9kb	dn2220hr46dtogekm57v	core_hour	1.9105 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, Intel Ice Lake (Compute Optimized), 100% vCPU	
  dn2a2txo5fsreelban64	dn2fat3ycizke72tqqwo	event	0.1425 RUB	CNS. Beeline, promotional SMS, 6 to 10 events per 1 recipient (package)	
  dn2a32a3qkql7jbspnlb	dn28hpu626uudbq0j8mk	core_hour	0.9882 RUB	Managed Service for MySQL®. Computing resources of dedicated hosts, Intel Ice Lake (Compute Optimized), 100% vCPU	
  dn2a4569jg7ba5oce19a	dn25mc2lq81eqg1ohe4i	1m_request	0.0 RUB	API Gateway. Requests to API gateway	
  dn2a572mhk1urociqg1i	dn2o984h40l32p7t5nsv	1m_symbols	5.004 RUB	Text translation, high performance model	
  dn2a5pb4kkrvk6ra5vhk	dn2220hr46dtogekm57v	core_hour	1.487 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, Intel Broadwell, 100% vCPU	
  dn2a6nwmx54l6svbqvz7	dn2jfbheag6vvls7oplt	server_month	192.0 RUB	BareMetal. Server type CC-i2009-2S-10G with 6 month rental period	
  dn2a7jakic5i8momu5ld	dn2jfbheag6vvls7oplt	server_month	333.32 RUB	Baremetal. Server type BA-i206-SH-10G with 1 month rental period	
  dn2a7o4ruboew4s3ifze	dn2thrwhzxl2ygay7nvq	core_hour	1.3837 RUB	Managed Service for YTsaurus. Component computing resources, System Node (Intel Ice Lake), vCPU	
  dn2a7ztltvaxx4jix3j4	dn2jfbheag6vvls7oplt	server_month	163.7 RUB	BareMetal. Server type LA-i100-H with 1 month rental period	
  dn2aa4baoedlvt4ip2w3	dn2jfbheag6vvls7oplt	server_month	78.11 RUB	AMD EPYC 7702 (64c/128t, 2.0 GHz) [Rome]	
  dn2ab3r54ve2a0pdt790	dn2iqlgecrio4statr88	month	112.54 RUB	Interconnect. Trunk connection via partner, 30 TB	
  dn2abhoqihnkaw4t6d6d	dn2jfbheag6vvls7oplt	server_month	156.95 RUB	BareMetal. Server type LA-i100-H with 6 month rental period	
  dn2ac5geuj2i95lkh5te	dn2hmdmghr9j2odlvssi	core_hour	1.0892 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Cascade Lake, 50% vCPU	
  dn2aca5yqeny2t6heevi	dn2jfbheag6vvls7oplt	server_month	28.36 RUB	1.6 Tb SSD NVMe Enterprise	
  dn2ad4tcwajsemoj7dto	dn2jfbheag6vvls7oplt	server_month	2647.34 RUB	BareMetal. Server type BA-i523-NH-2X25G with 3 month rental period	
  dn2ae90s9dvttge1qg7f	dn2tng436tjcn7cjudv1	scan	0.0 RUB	Container Registry. First-time scan of Docker image for vulnerabilities	
  dn2aeiais2mfss995vph	dn2dns25hpthhkqn2cps	1m_request	0.0 RUB	Cloud DNS. Public DNS requests (recursive)	
  dn2afr14vhrtu5rgvtvj	dn28hpu626uudbq0j8mk	gbyte_hour	0.5819 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Ice Lake (Compute Optimized), RAM	
  dn2ah2bol0phpth4omvv	dn2mse6mu1meu7orkmre	core_hour	0.0 RUB	Apache Kafka®. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2ahicct5qbgthfjwfe	dn2jfbheag6vvls7oplt	server_month	177.71 RUB	BareMetal. Server type LA-i102-S with 3 month rental period	
  dn2ai1s859k4jeb1h52f	dn2g45ennmllm0knk0gi	core_hour	1.8446 RUB	Managed Service for GitLab. Basic configuration/approval rules disabled, 100% vCPU	
  dn2ai6rgc3mbfqflp650	dn28hpu626uudbq0j8mk	gbyte_hour	0.0064 RUB	Managed Service for MySQL®. Storage on local SSD disks, dedicated host	
  dn2aiwljeiweel6gjhep	dn2jfbheag6vvls7oplt	server_month	19.7 RUB	8 Tb HDD SATA Enterprise	
  dn2ajehb5v5zgudjtf7n	dn2jfbheag6vvls7oplt	server_month	1275.78 RUB	BareMetal. Server type BF261-i502 with 1 year rental period	
  dn2ajlgrnczfudt4aprz	dn2jfbheag6vvls7oplt	server_month	677.5 RUB	BareMetal. Server type BA-i303-S-1/10G with 1 month rental period	
  dn2ajq2trmoihdmi7u75	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.6139 RUB	Managed Service for Valkey™. Host computing resources, AMD Zen 4 HighFreq, RAM	
  dn2ajvdgyzmf6la7egrf	dn2jfbheag6vvls7oplt	server_month	49.77 RUB	3.8 Tb SSD NVMe Enterprise	
  dn2aka7ovopc4zhf7v56	dn2jfbheag6vvls7oplt	server_month	0.0 RUB	BareMetal. Server type BA-a609-N-25G-Gx5080 with 1 month rental period	
  dn2aksaq2jnah5n3p2ow	dn2jfbheag6vvls7oplt	server_month	1595.65 RUB	BareMetal. Server type HA-i502-N-25G-GxL4 with 1 month rental period	
  dn2al287u6jr3a710u8g	dn22pas77ftg9h3f2djj	gbyte_hour	0.0045 RUB	Standard disk drive (HDD)	
  dn2ama4rbqm0tfpkh2sk	dn2b0fi02sdmf46ijdl5	core_hour	1.0541 RUB	Yandex StoreDoc. Host computing resources, Intel Cascade Lake, 50% vCPU	
  dn2amtenb2bmhm5r3t26	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.0049 RUB	MPP Analytics for PostgreSQL. Storage on network HDD disks	
  dn2anhv2tq5u6h2yutlv	dn2jfbheag6vvls7oplt	server_month	54.44 RUB	20 Tb HDD SATA Enterprise	
  dn2aptpgc5bllfb23vdn	dn2jfbheag6vvls7oplt	server_month	869.1 RUB	RAM 1536 Gb DDR4 ECC REG	
  dn2aqpduj7201haq3s0m	dn2jfbheag6vvls7oplt	server_month	175.86 RUB	BareMetal. Server type BA-i200-H with 6 month rental period	
  dn2aqtitpvi80bp907sk	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.0029 RUB	Managed Service for OpenSearch. Backups beyond storage size	
  dn2aru7smvb003oao9oq	dn20fgh8pg8d27h1cp7f	request	0.1627 RUB	Brand Voice Premium. Speech synthesis	
  dn2ashh32wcyaitxfkxi	dn2jfbheag6vvls7oplt	server_month	14.2 RUB	4 Tb HDD SATA Enterprise	
  dn2asqchf9r1fh8sqrso	dn2ymqni7eesvh97h5ro	1m_request	0.0 RUB	Other requests	
  dn2aus4mxp7yuknydhpg	dn2jfbheag6vvls7oplt	server_month	158.6 RUB	BareMetal. Server type BF25-i202-S with 1 day rental period	
  dn2auvpb9pkcfgvg5ej5	dn2li5qddoc5cad2n6br	10k_request	1.0651 RUB	Object Storage. Cold storage, GET operations	
  dn2av5viocqdhzppgxb3	dn2jfbheag6vvls7oplt	server_month	3794.75 RUB	BareMetal. Server type  BA-a702-6N-4H-2X25G  with 3 month rental period	
  dn2av9k1sknc85mfbpk6	dn2jfbheag6vvls7oplt	server_month	862.43 RUB	BareMetal. Server type BA-i111-8S-10G with 1 year rental period	
  dn2avcjnxsr7xdizxyps	dn2jfbheag6vvls7oplt	server_month	17.01 RUB	6 Tb HDD SATA Enterprise	
  dn2avxb5lypxpxo2imnk	dn2mse6mu1meu7orkmre	core_hour	1.2932 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, AMD Zen 4, 100% vCPU, CVoS for 1 year	
  dn2ayyeths5prrvw2obq	dn2jfbheag6vvls7oplt	server_month	579.78 RUB	RAM 1024 Gb DDR4 ECC REG	
  dn2azcrrab7x55oinh3i	dn2jfbheag6vvls7oplt	server_month	794.34 RUB	RAM 1536 Gb DDR4 ECC REG	
  dn2azjbhk7j6jwi5agdv	dn28okfvqh19eiue6l2m	gpu_hour	10.169 RUB	Preemptible VM computing resources, GPU PLATFORM V4, GPU	
  dn2b13v379em40bg2nri	dn2yds6scistjlmes0fe	hour	0.6588 RUB	Yandex Data Streams. Provided shard throughput limit up to 512 KB/s, storage time 24 hours	
  dn2b1ve4tifofkbpqtlo	dn2hmdmghr9j2odlvssi	gbyte_hour	0.538 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Cascade Lake, RAM	
  dn2b2bjvep3amsxwaq2x	dn2jfbheag6vvls7oplt	server_month	1895.41 RUB	BareMetal. Server type BA-i511-NH-25G with 1 month rental period	
  dn2b2d8c9e60npmqq41k	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.0198 RUB	Managed Service for Valkey™. Storage on local SSD disks	
  dn2b2g5qopu74rjflyan	dn2jfbheag6vvls7oplt	server_month	151.46 RUB	BareMetal. Server type BF25-i201-H with 1 day rental period	
  dn2b2tzjarlxgiv6awmf	dn2jfbheag6vvls7oplt	server_month	164.0 RUB	BareMetal. Server type CC-i2010-2S-1G with 1 month rental period	
  dn2b40gt80iuh70kfpqc	dn2220hr46dtogekm57v	core_hour	0.8564 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, Intel Cascade Lake, 50% vCPU	
  dn2b5k3gdksluiiupuen	dn2iqlgecrio4statr88	connection_month	1.22 RUB	Interconnect. Private or public network connection	
  dn2b77ei6xmricmhcyhx	dn2jfbheag6vvls7oplt	server_month	1044.36 RUB	BareMetal. Server type BA-i306-S-1/10G with 1 month rental period	
  dn2b7rsg4t5699jum0lq	dn2g45ennmllm0knk0gi	core_hour	3.6893 RUB	Managed Service for GitLab. Advanced configuration, 100% vCPU	
  dn2bbj5lq0scisug3sqf	dn2jfbheag6vvls7oplt	server_month	192.3 RUB	Baremetal. Server type BA-i202-S with 1 month rental period	
  dn2bcf1jmctd8qcm6j3p	dn2jfbheag6vvls7oplt	server_month	205.72 RUB	BareMetal. Server type BA-i204-SH with 3 month rental period	
  dn2bctm6lff3ssuo8361	dn22pas77ftg9h3f2djj	gbyte_hour	0.427 RUB	Computing resources of dedicated hosts, AMD Zen 4 (Compute Optimized), RAM	
  dn2bd6o5ajdxfhdhxzwl	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, DeepSeek 2 VL model, input tokens, batch mode	
  dn2bdc7npppzfjv5ij2f	dn2jfbheag6vvls7oplt	server_month	308.66 RUB	RAM 512 Gb DDR4 ECC REG	
  dn2be4nk4na2e4u6zygu	dn27cwr4adplwdruh4ff	minute	1.098 RUB	Cloud Video. Video transcoding	
  dn2befls7e61af2cdk6a	dn2yds6scistjlmes0fe	hour	0.6954 RUB	Yandex Data Streams. Provided shard throughput limit up to 1 MB/s, storage time 12 hours	
  dn2bfze2ziqavalvg7qd	dn2jfbheag6vvls7oplt	server_month	2064.97 RUB	BareMetal. Server type  HA-i502-N-25G-GxL4-P1 with 6 month rental period	
  dn2bgq4z6yp5noo7rccd	dn2jfbheag6vvls7oplt	server_month	3594.79 RUB	BareMetal. Server type  HA-a701-6N-4H-2X25G  with 6 month rental period	
  dn2bilkcmn5b7tlcuhsx	dn28hpu626uudbq0j8mk	core_hour	1.4388 RUB	Managed Service for MySQL®. Computing resources of standard hosts, AMD Zen 4, 100% vCPU, CVoS for 1 year	
  dn2bimnfbdouf6xmpgrh	dn2o984h40l32p7t5nsv	1k_token	0.4 RUB	Text generation, Gemma3 27B model, input tokens, synchronous mode	
  dn2bkjhmcb7m5dwkb775	dn2jfbheag6vvls7oplt	server_month	595.84 RUB	BareMetal. Server type BF261-i216 with 3 month rental period	
  dn2bkusrro7r5ujcd9qm	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.5096 RUB	Managed Service for OpenSearch. Host computing resources, Intel Cascade Lake, RAM, CVoS for 1 year	
  dn2bl3v71k1mej7andmc	dn22pas77ftg9h3f2djj	gbyte_hour	0.0302 RUB	Ultra high-speed network storage with three replicas (SSD)	
  dn2bl87f2dv7shnmistk	dn2220hr46dtogekm57v	core_hour	1.1525 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Broadwell, 5% vCPU	
  dn2blgm6egk7u97t0mr0	dn2li5qddoc5cad2n6br	gbyte_hour	0.0 RUB	Object Storage. Data placement in standard storage	
  dn2bmd2qs5wrswkw56id	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.3733 RUB	Managed Service for Valkey™. Host computing resources, AMD Zen 4, RAM, CVoS for 6 months	
  dn2bmjfxttyb2ivjlvsc	dn2jfbheag6vvls7oplt	server_month	778.47 RUB	BareMetal. Server type BA-i308-S-1/10G with 3 month rental period	
  dn2bnom85ie58bpvmtmn	dn22pas77ftg9h3f2djj	core_hour	2.3282 RUB	Regular VM computing resources, AMD Zen 4 (Compute Optimized), 100% vCPU	
  dn2bo4tud2qeo60gr008	dn2220hr46dtogekm57v	core_hour	2.1082 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Cascade Lake, 100% vCPU	
  dn2boai4zviretyxjiq4	dn2rse5n40m8h0bu8jqa	instance_month	54.9 RUB	Cloud CDN. Log export	
  dn2bomb8h1tq63ss2h0g	dn2mse6mu1meu7orkmre	core_hour	1.658 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, AMD Zen 4, 100% vCPU	
  dn2boqfmtqisnnvkwqco	dn2jfbheag6vvls7oplt	server_month	135.84 RUB	7.6 Tb SSD NVMe Enterprise	
  dn2bp7nc54dby4wicpso	dn2jfbheag6vvls7oplt	server_month	4501.52 RUB	BareMetal. Server type  BA-i523-NH-2X25G-P1 with 6 month rental period	
  dn2bpgws2cmjejfavpkh	dn2rse5n40m8h0bu8jqa	month	400.0 RUB	Cloud CDN. Dedicated IP	
  dn2brdwfeshpk3jyuexn	dn2jfbheag6vvls7oplt	server_month	977.64 RUB	BareMetal. Server type BA-i112-10S-10G with 6 month rental period	
  dn2brg67bhvnjrfbk4a4	dn2jfbheag6vvls7oplt	server_month	1093.33 RUB	BareMetal. Server type BA-i310-S-1/10G with 3 month rental period	
  dn2brjyqwsi5jhx6uc4o	dn2jfbheag6vvls7oplt	server_month	2986.11 RUB	BareMetal. Server type  BA-i512-NH-2X25G-P1 with 1 month rental period	
  dn2brm3s17rk5kcgef6d	dn2g45ennmllm0knk0gi	gbyte_hour	0.9882 RUB	Managed Service for GitLab. Advanced configuration, RAM	
  dn2brvmhtb2i0o7gchn6	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.0198 RUB	Managed Service for Valkey™. Storage on network SSD disks	
  dn2buics75hq2s2kpgqp	dn2jfbheag6vvls7oplt	server_month	657.42 RUB	BareMetal. Server type BF261-i215 with 1 month rental period	
  dn2buronzivfpjq4ghrm	dn2220hr46dtogekm57v	core_hour	3.0195 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, Intel Ice Lake (Compute Optimized), 100% vCPU	
  dn2bv21cnlvsnksqgrta	dn2jfbheag6vvls7oplt	server_month	188.08 RUB	BareMetal. Server type BA-i101-H with 1 day rental period	
  dn2bvpp6etqug6d8qn2d	dn2iqlgecrio4statr88	physical_port_month	23.63 RUB	Interconnect. 10GBASE-LR physical port	
  dn2byn2wdoaxyjww5gdc	dn2jfbheag6vvls7oplt	server_month	176.71 RUB	BareMetal. Server type BF261-i203 with 1 month rental period	
  dn2c0dto33dte0qg9hpe	dn21qssbrdtcaus362kp	gbyte	2.6681 RUB	Filtering incoming traffic to a public IP address with DDoS protection	
  dn2c0tjmlaikj4m1co3j	dn28hpu626uudbq0j8mk	core_hour	1.5679 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Ice Lake, 100% vCPU, CVoS for 6 months	
  dn2c17otu20ij2eu4k18	dn2li5qddoc5cad2n6br	1k_request	0.0 RUB	Object Storage. Standard storage, PUT operations	
  dn2c1a4pap1e0c8so4pd	dn28hpu6268356q0j8mk	core_hour	0.1318 RUB	Yandex Data Processing. Host computing resources, AMD Zen 4, 100% vCPU	
  dn2c1s62eq7fouf72mu1	dn22pas77ftg9h3f2djj	gbyte_hour	0.0209 RUB	Fast file system (SSD)	
  dn2c2vkpanbck1rpp6l8	dn2jfbheag6vvls7oplt	server_month	619.15 RUB	BareMetal. Server type HA-i302-S-10G with 1 day rental period	
  dn2c3r52u59rajrhji1n	dn2li5qddoc5cad2n6br	1k_request	1.2956 RUB	Object Storage. Cold storage, PATCH operations	
  dn2c53o6solvqomkbmr1	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.0064 RUB	MPP Analytics for PostgreSQL. Storage on local SSD disks, dedicated hosts	
  dn2c5ah00phrp2qcq9e8	dn2kcocimf3n6a09pl2o	1k_image	1.3217 RUB	Text recognition	
  dn2c88fv3kjg6vrjiup5	dn2220hr46dtogekm57v	core_hour	0.0 RUB	ZooKeeper for ClickHouse. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2c8f6004ddhs3h953i	dn2mse6mu1meu7orkmre	core_hour	1.0541 RUB	Managed Service for Apache Kafka®. Computing resources of Apache Kafka® Raft hosts, Intel Ice Lake, 50% vCPU	
  dn2c8pt1q6499imfbm4l	dn2220hr46dtogekm57v	gbyte_hour	0.4853 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Cascade Lake, RAM, CVoS for 6 months	
  dn2ca55f4dzjgpncceid	dn2220hr46dtogekm57v	core_hour	2.1082 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, Intel Cascade Lake, 100% vCPU	
  dn2cap75n7eebrjqp98s	dn2iqlgecrio4statr88	month	1952000.0 RUB	Interconnect. Direct trunk connection, 30 900 TB	
  dn2cbojlpyb5q676xi6d	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, YandexGPT Pro 5.1 model, input tokens, asynchronous mode	
  dn2cbviac3ihjpwcykjx	dn2jfbheag6vvls7oplt	server_month	13.42 RUB	2 Tb HDD SATA Enterprise	
  dn2cc2by6ypakdtgbr3b	dn2jfbheag6vvls7oplt	server_month	687.57 RUB	RAM 1152 Gb DDR5 ECC REG	
  dn2cc943s27vr5gviq0k	dn2hmdmghr9j2odlvssi	fip_hour	0.2635 RUB	Managed Service for PostgreSQL. Public IP address	
  dn2ch1jpaf0s9st4f570	dn2jfbheag6vvls7oplt	server_month	343.63 RUB	BareMetal. Server type BA-i206-SH-10G with 1 day rental period	
  dn2chxdp3rd7c4gfpwjk	dn2jfbheag6vvls7oplt	server_month	593.69 RUB	BareMetal. Server type BA-i303-S-1/10G with 1 year rental period	
  dn2ci1m71mcpuans0njt	dn2220hr46dtogekm57v	gbyte_hour	0.5445 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Broadwell, RAM	
  dn2cibaeqmlaq6hhctld	dn22pas77ftg9h3f2djj	core_hour	7.8049 RUB	Software-accelerated network, AMD Zen 4 (Compute Optimized)	
  dn2cipw5mmxfg5phlj2j	dn2mse6mu1meu7orkmre	core_hour	1.4093 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, AMD Zen 4, 100% vCPU, CVoS for 6 months	
  dn2clegl6fmj0sedcn4b	dn2li5qddoc5cad2n6br	1k_request	0.0 RUB	Object Storage. Standard storage, PATCH operations	
  dn2clrq6dp6klj53bclb	dn2jfbheag6vvls7oplt	server_month	432.28 RUB	30 Tb HDD SATA Enterprise	
  dn2cm5czmuchlstnwxrh	dn2jfbheag6vvls7oplt	server_month	1324.64 RUB	BareMetal. Server type BA-i501-H-25G with 6 month rental period	
  dn2cmmnesmm84vm67fki	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.6533 RUB	Managed Service for OpenSearch. Host computing resources, Intel Cascade Lake, RAM, CVoS for 6 months	
  dn2cn64rlm6jwzkutsio	dn2jfbheag6vvls7oplt	server_month	159.82 RUB	6.4 Tb SSD NVMe Enterprise	
  dn2cnsc2cdr4c2fot5ax	dn2jfbheag6vvls7oplt	server_month	604.72 RUB	RAM 1024 Gb DDR4 ECC REG	
  dn2co8sk8cldl5on3ckf	dn2220hr46dtogekm57v	gbyte_hour	0.5929 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Ice Lake (Compute Optimized), RAM	
  dn2coxmovsx46wkqlnxo	dn2jfbheag6vvls7oplt	server_month	366.0 RUB	AMD EPYC 7713 (64c/128t, 2.0 GHz) [Milan]	
  dn2cpcoh52ra8858d9iu	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.588 RUB	MPP Analytics for PostgreSQL. Computing resources of standard hosts, Intel Cascade Lake, RAM, CVoS for 6 months	
  dn2cpk4mc82b1vib72e5	dn28okfvqh19eiue6l2m	gpu_hour	0.1757 RUB	Preemptible VM computing resources, Intel Ice Lake with Nvidia T4, 1 GPU Nvidia T4	
  dn2cqjm2tl3ocejdld92	dn2jfbheag6vvls7oplt	server_month	180.61 RUB	BareMetal. Server type BA-i104-SH with 1 year rental period	
  dn2cqmk6cjzipg3q4yrp	dn2jfbheag6vvls7oplt	server_month	657.42 RUB	BareMetal. Server type BF261-i215 with 3 month rental period	
  dn2crikhccuxnjikwlok	dn2jfbheag6vvls7oplt	server_month	401.0 RUB	BareMetal. Server type CC-i2011-2S-1G with 6 month rental period	
  dn2csdmf3jl4rqrd7nvt	dn2thrwhzxl2ygay7nvq	core_hour	1.3837 RUB	Managed Service for YTsaurus. Component computing resources, Storage Node (Intel Ice Lake), vCPU	
  dn2csfysf5feqp2mb4pm	dn2jfbheag6vvls7oplt	server_month	1424.35 RUB	BareMetal. Server type BA-i501-H-25G with 1 day rental period	
  dn2csr5fygjoqn6dzon4	dn2220hr46dtogekm57v	core_hour	0.7121 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, Intel Broadwell, 50% vCPU	
  dn2ctojbrxh272jf52mx	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, Qwen3-32B model, input tokens, batch mode	
  dn2cu6ck6oihrqwkprny	dn2thrwhzxl2ygay7nvq	core_hour	1.3837 RUB	Managed Service for YTsaurus. Component computing resources, Proxy Node (Intel Ice Lake), vCPU	
  dn2cvebnfg410u0sp0u7	dn2dns25hpthhkqn2cps	1m_request	0.0 RUB	Cloud DNS. Private DNS requests	
  dn2cvuiesm49elnni1a5	dn2220hr46dtogekm57v	gbyte_hour	0.5161 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Ice Lake, RAM	
  dn2cyiqks7r4abhpipmr	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, Qwen3-32B model, output tokens, batch mode	
  dn2cym764mbfzb5ocdyi	dn2jfbheag6vvls7oplt	server_month	1275.78 RUB	BareMetal. Server type BF261-i502 with 3 month rental period	
  dn2cz5wqhjypentqpoiw	dn2jfbheag6vvls7oplt	server_month	595.84 RUB	BareMetal. Server type BF261-i216 with 1 month rental period	
  dn2d06jhdbolrd6osgc2	dn2jfbheag6vvls7oplt	server_month	211.79 RUB	BareMetal. Server type BA-i103-S-10G with 6 month rental period	
  dn2d089djar2i3humc2g	dn2jfbheag6vvls7oplt	server_month	182.54 RUB	BareMetal. Server type BA-i102-S with 3 month rental period	
  dn2d0nbl36dn8b3bf88j	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.3426 RUB	Managed Service for Valkey™. Host computing resources, Intel Ice Lake, RAM, CVoS for 1 year	
  dn2d1eocobn8amlmll3r	dn2jfbheag6vvls7oplt	server_month	227.73 RUB	BareMetal. Server type BA-i103-S-10G with 1 day rental period	
  dn2d23dzatgzn32674fg	dn2fat3ycizke72tqqwo	event	101.6667 RUB	CNS sender name registration (Beeline, MegaFon, MTS, T2)	
